"anon","ruletype","sequence","rule","rt_in_seconds","answer","response","accuracy"
38,"sumtwo","10, 18, 28, 46, 74, 120, ","Sum the last two numbers",8.853,"194","194",TRUE
38,"sumtwo","5, 7, 12, 19, 31, 50, ","Sum the last two numbers",7.868,"81","81",TRUE
38,"sumtwo","5, 15, 20, 35, 55, 90, ","Sum the last two numbers",10.967,"145","145",TRUE
38,"sumtwo","16, 19, 35, 54, 89, 143, ","Sum the last two numbers",12.698,"232","232",TRUE
38,"sumtwo","10, 10, 20, 30, 50, 80, ","Sum the last two numbers",11.117,"130","130",TRUE
38,"sumtwo","8, 11, 19, 30, 49, 79, ","Sum the last two numbers",9.585,"128","128",TRUE
38,"xkc","5, 15, 25, 35, 45, 55, ","Add 10 to each number",9.682,"65","100",FALSE
38,"sumtwo","16, 18, 34, 52, 86, 138, ","Sum the last two numbers",12.98,"224","224",TRUE
38,"sumtwo","2, 18, 20, 38, 58, 96, ","Sum the last two numbers",10.316,"154","154",TRUE
38,"sumtwo","9, 11, 20, 31, 51, 82, ","Sum the last two numbers",7.785,"133","133",TRUE
38,"sumtwo","10, 15, 25, 40, 65, 105, ","Sum the last two numbers",9.147,"170","170",TRUE
38,"sumtwo","4, 14, 18, 32, 50, 82, ","Sum the last two numbers",9.318,"132","132",TRUE
38,"xkc","5, 10, 15, 20, 25, 30, ","Add 5 to each number",4.095,"35","35",TRUE
38,"xkc","9, 10, 11, 12, 13, 14, ","Add 1 to each number",3.421,"15","15",TRUE
38,"sumtwo","4, 12, 16, 28, 44, 72, ","Sum the last two numbers",12.367,"116","116",TRUE
38,"sumtwo","5, 18, 23, 41, 64, 105, ","Sum the last two numbers",8.68,"169","171",FALSE
38,"sumtwo","7, 16, 23, 39, 62, 101, ","Sum the last two numbers",6.255,"163","163",TRUE
38,"sumtwo","7, 11, 18, 29, 47, 76, ","Sum the last two numbers",8.528,"123","134",FALSE
38,"sumtwo","5, 15, 20, 35, 55, 90, ","Sum the last two numbers",5.104,"145","145",TRUE
38,"sumtwo","11, 15, 26, 41, 67, 108, ","Sum the last two numbers",7.466,"175","175",TRUE
38,"xkc","9, 17, 25, 33, 41, 49, ","Add 8 to each number",6.946,"57","90",FALSE
38,"sumtwo","1, 5, 6, 11, 17, 28, ","Sum the last two numbers",14.635,"45","45",TRUE
38,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",6.013,"26","26",TRUE
38,"sumtwo","7, 12, 19, 31, 50, 81, ","Sum the last two numbers",12.202,"131","131",TRUE
38,"sumtwo","1, 5, 6, 11, 17, 28, ","Sum the last two numbers",11.868,"45","45",TRUE
38,"sumtwo","12, 18, 30, 48, 78, 126, ","Sum the last two numbers",9.549,"204","204",TRUE
38,"sumtwo","5, 13, 18, 31, 49, 80, ","Sum the last two numbers",8.866,"129","129",TRUE
38,"sumtwo","14, 17, 31, 48, 79, 127, ","Sum the last two numbers",9.598,"206","206",TRUE
38,"sumtwo","13, 18, 31, 49, 80, 129, ","Sum the last two numbers",10.352,"209","209",TRUE
38,"sumtwo","1, 9, 10, 19, 29, 48, ","Sum the last two numbers",8.664,"77","77",TRUE
38,"sumtwo","11, 15, 26, 41, 67, 108, ","Sum the last two numbers",9.286,"175","175",TRUE
38,"sumtwo","5, 6, 11, 17, 28, 45, ","Sum the last two numbers",8.581,"73","73",TRUE
38,"sumtwo","4, 5, 9, 14, 23, 37, ","Sum the last two numbers",6.016,"60","60",TRUE
38,"sumtwo","15, 16, 31, 47, 78, 125, ","Sum the last two numbers",9.535,"203","203",TRUE
39,"sumtwo","12, 15, 27, 42, 69, 111, ","Sum the last two numbers",90.526,"180","180",TRUE
39,"sumtwo","3, 5, 8, 13, 21, 34, ","Sum the last two numbers",53.752,"55","55",TRUE
39,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",29.741,"32","32",TRUE
39,"sumtwo","17, 18, 35, 53, 88, 141, ","Sum the last two numbers",41.616,"229","229",TRUE
39,"sumtwo","13, 19, 32, 51, 83, 134, ","Sum the last two numbers",45.054,"217","217",TRUE
39,"sumtwo","8, 11, 19, 30, 49, 79, ","Sum the last two numbers",22.369,"128","128",TRUE
39,"sumtwo","6, 7, 13, 20, 33, 53, ","Sum the last two numbers",21.382,"86","86",TRUE
39,"sumtwo","1, 11, 12, 23, 35, 58, ","Sum the last two numbers",21.214,"93","93",TRUE
39,"xkc","9, 16, 23, 30, 37, 44, ","Add 7 to each number",63.4,"51","51",TRUE
39,"sumtwo","9, 10, 19, 29, 48, 77, ","Sum the last two numbers",27.615,"125","125",TRUE
39,"sumtwo","12, 14, 26, 40, 66, 106, ","Sum the last two numbers",42.677,"172","172",TRUE
39,"sumtwo","7, 20, 27, 47, 74, 121, ","Sum the last two numbers",22.198,"195","195",TRUE
39,"sumtwo","11, 20, 31, 51, 82, 133, ","Sum the last two numbers",18.688,"215","215",TRUE
39,"sumtwo","13, 14, 27, 41, 68, 109, ","Sum the last two numbers",20.864,"177","177",TRUE
39,"sumtwo","2, 8, 10, 18, 28, 46, ","Sum the last two numbers",20.982,"74","74",TRUE
39,"sumtwo","7, 15, 22, 37, 59, 96, ","Sum the last two numbers",40.895,"155","155",TRUE
39,"sumtwo","3, 18, 21, 39, 60, 99, ","Sum the last two numbers",14.991,"159","159",TRUE
39,"sumtwo","7, 16, 23, 39, 62, 101, ","Sum the last two numbers",19.159,"163","163",TRUE
39,"sumtwo","2, 17, 19, 36, 55, 91, ","Sum the last two numbers",14.569,"146","146",TRUE
39,"sumtwo","3, 18, 21, 39, 60, 99, ","Sum the last two numbers",18.623,"159","159",TRUE
39,"sumtwo","9, 14, 23, 37, 60, 97, ","Sum the last two numbers",15.408,"157","157",TRUE
39,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",7.424,"10","10",TRUE
39,"sumtwo","7, 11, 18, 29, 47, 76, ","Sum the last two numbers",47.039,"123","123",TRUE
39,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",31.781,"58","58",TRUE
39,"sumtwo","7, 9, 16, 25, 41, 66, ","Sum the last two numbers",15.254,"107","107",TRUE
39,"sumtwo","2, 9, 11, 20, 31, 51, ","Sum the last two numbers",68.905,"82","82",TRUE
39,"sumtwo","5, 8, 13, 21, 34, 55, ","Sum the last two numbers",13.686,"89","89",TRUE
39,"sumtwo","8, 18, 26, 44, 70, 114, ","Sum the last two numbers",16.933,"184","184",TRUE
39,"sumtwo","10, 15, 25, 40, 65, 105, ","Sum the last two numbers",15.586,"170","170",TRUE
39,"sumtwo","4, 20, 24, 44, 68, 112, ","Sum the last two numbers",53.642,"180","180",TRUE
39,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",12.822,"37","37",TRUE
39,"sumtwo","2, 19, 21, 40, 61, 101, ","Sum the last two numbers",12.559,"162","162",TRUE
39,"sumtwo","14, 19, 33, 52, 85, 137, ","Sum the last two numbers",17.686,"222","222",TRUE
39,"xkc","7, 9, 11, 13, 15, 17, ","Add 2 to each number",28.928,"19","19",TRUE
39,"sumtwo","6, 11, 17, 28, 45, 73, ","Sum the last two numbers",14.265,"118","118",TRUE
39,"sumtwo","7, 17, 24, 41, 65, 106, ","Sum the last two numbers",15.103,"171","171",TRUE
39,"sumtwo","11, 16, 27, 43, 70, 113, ","Sum the last two numbers",19.314,"183","183",TRUE
39,"sumtwo","8, 16, 24, 40, 64, 104, ","Sum the last two numbers",19.956,"168","168",TRUE
39,"sumtwo","12, 15, 27, 42, 69, 111, ","Sum the last two numbers",13.55,"180","180",TRUE
39,"sumtwo","6, 7, 13, 20, 33, 53, ","Sum the last two numbers",12.959,"86","86",TRUE
39,"sumtwo","2, 3, 5, 8, 13, 21, ","Sum the last two numbers",20.319,"34","34",TRUE
39,"sumtwo","13, 19, 32, 51, 83, 134, ","Sum the last two numbers",33.535,"217","217",TRUE
39,"sumtwo","6, 11, 17, 28, 45, 73, ","Sum the last two numbers",13.559,"118","118",TRUE
39,"sumtwo","5, 7, 12, 19, 31, 50, ","Sum the last two numbers",11.551,"81","81",TRUE
39,"sumtwo","2, 6, 8, 14, 22, 36, ","Sum the last two numbers",17.023,"58","58",TRUE
39,"sumtwo","7, 15, 22, 37, 59, 96, ","Sum the last two numbers",14.448,"155","155",TRUE
39,"sumtwo","9, 14, 23, 37, 60, 97, ","Sum the last two numbers",14.103,"157","157",TRUE
39,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",25.31,"56","56",TRUE
39,"sumtwo","9, 17, 26, 43, 69, 112, ","Sum the last two numbers",14.231,"181","181",TRUE
39,"sumtwo","5, 19, 24, 43, 67, 110, ","Sum the last two numbers",11.975,"177","177",TRUE
40,"sumtwo","7, 12, 19, 31, 50, 81, ","Sum the last two numbers",54.529,"131","131",TRUE
40,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",16.675,"48","49",FALSE
40,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",7.831,"63","63",TRUE
40,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",35.353,"49","49",TRUE
40,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",17.235,"58","58",TRUE
40,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",4.726,"62","62",TRUE
40,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",19.308,"58","58",TRUE
40,"xkc","6, 10, 14, 18, 22, 26, ","Add 4 to each number",5.798,"30","30",TRUE
40,"xkc","9, 15, 21, 27, 33, 39, ","Add 6 to each number",8.26,"45","45",TRUE
40,"xkc","1, 11, 21, 31, 41, 51, ","Add 10 to each number",8.084,"61","61",TRUE
40,"sumtwo","2, 15, 17, 32, 49, 81, ","Sum the last two numbers",37.611,"130","130",TRUE
40,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",8.455,"37","37",TRUE
40,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",11.797,"47","47",TRUE
40,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",7.109,"19","19",TRUE
40,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",6.299,"13","13",TRUE
40,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",12.228,"16","16",TRUE
40,"xkc","7, 16, 25, 34, 43, 52, ","Add 9 to each number",13.559,"61","61",TRUE
40,"xkc","5, 13, 21, 29, 37, 45, ","Add 8 to each number",9.136,"53","53",TRUE
40,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",7.176,"25","25",TRUE
40,"sumtwo","19, 20, 39, 59, 98, 157, ","Sum the last two numbers",23.223,"255","255",TRUE
40,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",57.269,"50","50",TRUE
40,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",4.94,"19","19",TRUE
40,"xkc","4, 10, 16, 22, 28, 34, ","Add 6 to each number",6.472,"40","40",TRUE
40,"xkc","6, 16, 26, 36, 46, 56, ","Add 10 to each number",4.409,"66","66",TRUE
40,"xkc","3, 4, 5, 6, 7, 8, ","Add 1 to each number",3.586,"9","9",TRUE
40,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",6.437,"50","50",TRUE
40,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",7.388,"37","37",TRUE
40,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",6.723,"25","25",TRUE
40,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",5.963,"64","64",TRUE
40,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",4.721,"38","38",TRUE
40,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",3.269,"16","16",TRUE
40,"xkc","6, 8, 10, 12, 14, 16, ","Add 2 to each number",3.715,"18","18",TRUE
40,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",6.457,"62","62",TRUE
40,"xkc","9, 12, 15, 18, 21, 24, ","Add 3 to each number",5.079,"27","27",TRUE
40,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",4.767,"28","28",TRUE
40,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",5.212,"25","25",TRUE
40,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",5.31,"28","28",TRUE
40,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",3.226,"7","7",TRUE
40,"xkc","5, 13, 21, 29, 37, 45, ","Add 8 to each number",7.011,"53","53",TRUE
40,"sumtwo","3, 16, 19, 35, 54, 89, ","Sum the last two numbers",20.932,"143","143",TRUE
40,"sumtwo","16, 18, 34, 52, 86, 138, ","Sum the last two numbers",25.237,"224","224",TRUE
40,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",4.289,"32","32",TRUE
40,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",4.306,"14","14",TRUE
40,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",3.281,"14","14",TRUE
40,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",5.009,"49","49",TRUE
40,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",3.678,"25","25",TRUE
40,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",6.047,"36","36",TRUE
40,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",7.339,"64","64",TRUE
40,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",4.653,"38","38",TRUE
40,"sumtwo","7, 10, 17, 27, 44, 71, ","Sum the last two numbers",17.313,"115","115",TRUE
41,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",24.459,"47","47",TRUE
41,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",11.437,"67","67",TRUE
41,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",10.743,"21","21",TRUE
41,"xkc","3, 12, 21, 30, 39, 48, ","Add 9 to each number",26.58,"57","57",TRUE
41,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",9.342,"13","13",TRUE
41,"sumtwo","10, 20, 30, 50, 80, 130, ","Sum the last two numbers",73.64,"210","210",TRUE
41,"xkc","5, 15, 25, 35, 45, 55, ","Add 10 to each number",18.774,"65","65",TRUE
41,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",17.077,"49","49",TRUE
41,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",13.277,"23","23",TRUE
41,"xkc","6, 14, 22, 30, 38, 46, ","Add 8 to each number",15.603,"54","54",TRUE
41,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",12.268,"47","47",TRUE
41,"xkc","6, 12, 18, 24, 30, 36, ","Add 6 to each number",11.408,"42","42",TRUE
41,"xkc","6, 15, 24, 33, 42, 51, ","Add 9 to each number",12.737,"60","60",TRUE
41,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",14.707,"26","26",TRUE
41,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",12.958,"58","58",TRUE
41,"xkc","3, 4, 5, 6, 7, 8, ","Add 1 to each number",11.542,"9","9",TRUE
41,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",19.673,"38","38",TRUE
41,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",17.109,"49","49",TRUE
41,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",10.908,"36","36",TRUE
41,"sumtwo","18, 18, 36, 54, 90, 144, ","Sum the last two numbers",19.734,"234","234",TRUE
41,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",9.605,"49","49",TRUE
41,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",9.146,"26","26",TRUE
41,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",9.635,"58","58",TRUE
41,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",7.34,"15","15",TRUE
41,"xkc","9, 15, 21, 27, 33, 39, ","Add 6 to each number",9.774,"45","45",TRUE
41,"sumtwo","1, 6, 7, 13, 20, 33, ","Sum the last two numbers",27.049,"53","53",TRUE
41,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",9.294,"49","49",TRUE
41,"sumtwo","2, 18, 20, 38, 58, 96, ","Sum the last two numbers",60.805,"154","154",TRUE
41,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",11.731,"58","58",TRUE
41,"sumtwo","4, 8, 12, 20, 32, 52, ","Sum the last two numbers",25.418,"84","84",TRUE
41,"xkc","5, 7, 9, 11, 13, 15, ","Add 2 to each number",6.301,"17","17",TRUE
41,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",6.329,"13","13",TRUE
41,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",8.524,"23","23",TRUE
41,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",6.193,"8","8",TRUE
41,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",7.39,"14","14",TRUE
41,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",22.124,"38","38",TRUE
41,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",8.891,"64","64",TRUE
41,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",11.429,"56","56",TRUE
41,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",15.17,"62","62",TRUE
41,"xkc","9, 19, 29, 39, 49, 59, ","Add 10 to each number",7.373,"69","69",TRUE
41,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",18.535,"55","55",TRUE
41,"xkc","2, 9, 16, 23, 30, 37, ","Add 7 to each number",14.179,"44","44",TRUE
41,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",5.572,"13","13",TRUE
41,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",6.729,"63","63",TRUE
41,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",5.437,"8","8",TRUE
41,"sumtwo","10, 20, 30, 50, 80, 130, ","Sum the last two numbers",15.334,"210","210",TRUE
41,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",6.777,"14","14",TRUE
41,"xkc","5, 9, 13, 17, 21, 25, ","Add 4 to each number",10.247,"29","29",TRUE
41,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",4.941,"8","8",TRUE
41,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",5.95,"14","14",TRUE
42,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",36.999,"16","16",TRUE
42,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",16.532,"52","52",TRUE
42,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",10.094,"52","52",TRUE
42,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",11.389,"33","33",TRUE
42,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",8.245,"21","21",TRUE
42,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",5.477,"14","14",TRUE
42,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",9.309,"20","20",TRUE
42,"xkc","8, 13, 18, 23, 28, 33, ","Add 5 to each number",9.23,"38","38",TRUE
42,"xkc","9, 17, 25, 33, 41, 49, ","Add 8 to each number",14.349,"57","57",TRUE
42,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",7.285,"19","19",TRUE
42,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",6.685,"20","20",TRUE
42,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",5.053,"21","21",TRUE
42,"xkc","6, 10, 14, 18, 22, 26, ","Add 4 to each number",7.527,"30","30",TRUE
42,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",8.47,"45","45",TRUE
42,"xkc","5, 13, 21, 29, 37, 45, ","Add 8 to each number",12.757,"53","53",TRUE
42,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",10.678,"58","58",TRUE
42,"xkc","1, 8, 15, 22, 29, 36, ","Add 7 to each number",15.35,"43","43",TRUE
42,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",6.317,"15","15",TRUE
42,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",7.823,"50","50",TRUE
42,"sumtwo","1, 2, 3, 5, 8, 13, ","Sum the last two numbers",24.901,"21","21",TRUE
42,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",12.029,"55","55",TRUE
42,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",6.093,"25","25",TRUE
42,"xkc","10, 16, 22, 28, 34, 40, ","Add 6 to each number",7.478,"46","46",TRUE
42,"sumtwo","13, 18, 31, 49, 80, 129, ","Sum the last two numbers",20.422,"209","209",TRUE
42,"sumtwo","6, 19, 25, 44, 69, 113, ","Sum the last two numbers",10.742,"182","182",TRUE
42,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",13.213,"38","38",TRUE
42,"sumtwo","8, 15, 23, 38, 61, 99, ","Sum the last two numbers",14.046,"160","160",TRUE
42,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",6.934,"68","68",TRUE
42,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",10.557,"50","50",TRUE
42,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",11.342,"36","36",TRUE
42,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",3.91,"40","40",TRUE
42,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",6.19,"32","32",TRUE
42,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",9.214,"37","37",TRUE
42,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",17.804,"62","62",TRUE
42,"xkc","3, 12, 21, 30, 39, 48, ","Add 9 to each number",12.342,"57","57",TRUE
42,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",13.092,"64","64",TRUE
42,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",13.406,"50","50",TRUE
42,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",7.205,"13","13",TRUE
42,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",4.27,"13","13",TRUE
42,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",4.487,"11","11",TRUE
42,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",6.021,"27","27",TRUE
42,"xkc","7, 16, 25, 34, 43, 52, ","Add 9 to each number",8.334,"61","61",TRUE
42,"xkc","6, 10, 14, 18, 22, 26, ","Add 4 to each number",5.375,"30","30",TRUE
42,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",10.444,"64","64",TRUE
42,"xkc","9, 16, 23, 30, 37, 44, ","Add 7 to each number",9.157,"51","51",TRUE
42,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",9.054,"50","50",TRUE
42,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",10.006,"43","43",TRUE
42,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",10.031,"27","27",TRUE
42,"sumtwo","13, 18, 31, 49, 80, 129, ","Sum the last two numbers",9.445,"209","209",TRUE
42,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",8.678,"58","58",TRUE
43,"xkc","3, 8, 13, 18, 23, 28, ","Add 5 to each number",18.997,"33","33",TRUE
43,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",10.617,"26","26",TRUE
43,"xkc","7, 11, 15, 19, 23, 27, ","Add 4 to each number",6.722,"31","31",TRUE
43,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",7.653,"15","15",TRUE
43,"xkc","7, 16, 25, 34, 43, 52, ","Add 9 to each number",11.773,"61","61",TRUE
43,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",11.631,"62","62",TRUE
43,"xkc","10, 17, 24, 31, 38, 45, ","Add 7 to each number",45.503,"52","52",TRUE
43,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",19.389,"50","50",TRUE
43,"xkc","4, 9, 14, 19, 24, 29, ","Add 5 to each number",8.03,"34","34",TRUE
43,"xkc","7, 9, 11, 13, 15, 17, ","Add 2 to each number",5.935,"19","19",TRUE
43,"xkc","3, 8, 13, 18, 23, 28, ","Add 5 to each number",5.246,"33","33",TRUE
43,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",6.223,"33","33",TRUE
43,"xkc","6, 15, 24, 33, 42, 51, ","Add 9 to each number",96.078,"60","60",TRUE
43,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",18.156,"25","25",TRUE
43,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",14.654,"32","32",TRUE
43,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",5.55,"8","8",TRUE
43,"sumtwo","1, 11, 12, 23, 35, 58, ","Sum the last two numbers",55.143,"93","93",TRUE
43,"sumtwo","2, 6, 8, 14, 22, 36, ","Sum the last two numbers",34.005,"58","58",TRUE
43,"xkc","1, 6, 11, 16, 21, 26, ","Add 5 to each number",10.102,"31","31",TRUE
43,"xkc","6, 8, 10, 12, 14, 16, ","Add 2 to each number",7.511,"18","18",TRUE
43,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",963.797,"48","48",TRUE
43,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",7.125,"43","43",TRUE
43,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",12.974,"50","50",TRUE
43,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",8.198,"26","26",TRUE
43,"sumtwo","8, 16, 24, 40, 64, 104, ","Sum the last two numbers",38.541,"168","168",TRUE
43,"xkc","4, 7, 10, 13, 16, 19, ","Add 3 to each number",18.512,"22","22",TRUE
43,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",11.924,"20","20",TRUE
43,"sumtwo","6, 15, 21, 36, 57, 93, ","Sum the last two numbers",12.942,"150","150",TRUE
43,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",11.534,"13","13",TRUE
43,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",9.158,"46","46",TRUE
43,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",8.023,"62","62",TRUE
43,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",9.71,"64","64",TRUE
43,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",9.884,"38","38",TRUE
43,"xkc","9, 10, 11, 12, 13, 14, ","Add 1 to each number",5.701,"15","15",TRUE
43,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",19.933,"64","64",TRUE
43,"sumtwo","9, 9, 18, 27, 45, 72, ","Sum the last two numbers",16.287,"117","117",TRUE
43,"sumtwo","4, 9, 13, 22, 35, 57, ","Sum the last two numbers",23.965,"92","92",TRUE
43,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",11.614,"51","51",TRUE
43,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",6.519,"25","25",TRUE
43,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",116.044,"33","33",TRUE
43,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",4.55,"13","13",TRUE
43,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",5.382,"58","58",TRUE
43,"xkc","5, 13, 21, 29, 37, 45, ","Add 8 to each number",13.002,"53","53",TRUE
43,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",7.931,"32","32",TRUE
43,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",5.631,"38","38",TRUE
